Student_ID,Name,Gender,Age,Class,City,Attendance_Percentage,Mathematics,Science,English,Social_Studies,Computer_Science,Hindi
STU00891,Vivaan Reddy,Male,15,9,Jaipur,79.2,75.0,50.0,37.0,37.0,66.0,
STU00174,Vijay Mishra,Female,17,9,Kolkata,70.4,86.0,53.0,85.0,41.0,26.0,26.0
STU00447,Sanya Agarwal,Male,16,10,Lucknow,89.7,71.0,90.0,44.0,74.0,50.0,23.0
STU00101,Rahul Mishra,Male,15,9,Indore,100.0,74.0,71.0,65.0,23.0,77.0,52.0
STU01086,Aarav Malhotra,Male,18,12,Delhi,62.7,43.0,50.0,52.0,47.0,63.0,38.0
STU00580,Yash Reddy,Male,16,10,Hyderabad,88.6,,85.0,44.0,56.0,70.0,46.0
STU00474,Amit Gupta,Male,16,12,Bhopal,81.2,,63.0,56.0,46.0,83.0,55.0
STU00205,Deepak Sharma,Male,17,9,Pune,80.3,28.0,70.0,45.0,93.0,100.0,62.0
STU00581,Aditi Rao,Male,14,10,Jaipur,63.4,89.0,46.0,49.0,32.0,82.0,43.0
STU00157,Arjun Patel,Female,14,9,Chennai,59.0,68.0,52.0,48.0,53.0,100.0,52.0
STU00919,Deepak Reddy,Male,14,9,Pune,88.2,75.0,63.0,66.0,61.0,69.0,AB
STU01050,Shreya Singh,Male,14,11,Chandigarh,-1.2,90.0,61.0,54.0,,90.0,52.0
STU00486,Aryan Iyer,Male,16,12,Ahmedabad,73.9,77.0,40.0,48.0,63.0,43.0,39.0
STU00645,Arjun Chauhan,Male,15,12,Bengaluru,80.1,81.0,19.0,97.0,59.0,76.0,74.0
STU01151,Kabir Gupta,Male,16,11,Mumbai,71.1,75.0,53.0,34.0,43.0,64.0,67.0
STU00712,Aditi Yadav,Male,17,10,Lucknow,87.7,55.0,35.0,52.0,52.0,54.0,35.0
STU00899,Vijay Kumar,Male,17,12,Mumbai,81.4,70.0,54.0,94.0,64.0,28.0,42.0
STU01073,Rahul Iyer,Female,17,11,Mumbai,83.8,67.0,62.0,40.0,52.0,81.0,48.0
STU00779,Manoj Kapoor,Female,16,9,Jaipur,71.2,64.0,66.0,43.0,53.0,75.0,43.0
STU00004,Vihaan Yadav,Female,17,11,Mumbai,87.3,74.0,50.0,86.0,52.0,73.0,78.0
STU00378,Riya Iyer,Female,16,9,Kolkata,94.9,54.0,56.0,47.0,48.0,44.0,37.0
STU00014,Ananya Bhat,Male,16,11,Bengaluru,87.2,72.0,77.0,,65.0,75.0,29.0
STU00359,Sanya Rao,Female,14,9,Mumbai,85.8,98.0,74.0,47.0,81.0,64.0,48.0
STU00429,Rohan Verma,Male,14,11,Bhopal,82.6,84.0,43.0,66.0,66.0,53.0,48.0
STU00277,Vikram Reddy,Male,15,9,Chandigarh,82.1,84.0,38.0,65.0,90.0,45.0,59.0
STU00267,Reyansh Patel,Male,16,11,Ahmedabad,69.5,82.0,83.0,62.0,39.0,80.0,
STU01041,Vikram Verma,Male,17,11,Bhopal,76.3,44.0,34.0,66.0,67.0,78.0,49.0
STU01069,Kavya Sharma,Female,18,11,Bengaluru,72.9,83.0,100.0,71.0,49.0,74.0,
STU00230,Vikram Gupta,Male,15,10,Patna,73.1,98.0,47.0,46.0,65.0,29.0,52.0
STU01191,Krishna Iyer,Female,14,10,Chandigarh,77.8,53.0,53.0,60.0,59.0,62.0,
STU00719,Diya Yadav,Female,16,9,Delhi,62.9,87.0,66.0,99.0,30.0,58.0,55.0
STU00031,Rakesh Malhotra,Male,15,12,Lucknow,100.0,64.0,,94.0,46.0,87.0,46.0
STU00446,Vihaan Malhotra,Male,15,12,Lucknow,100.0,94.0,60.0,70.0,43.0,62.0,75.0
STU00761,Suresh Malhotra,Female,16,9,Kolkata,89.0,81.0,60.0,,78.0,50.0,48.0
STU00374,Kavya Reddy,Female,15,11,Chandigarh,47.0,,76.0,85.0,49.0,87.0,58.0
STU01082,Ananya Mishra,Male,18,12,Kolkata,92.2,,51.0,100.0,32.0,68.0,65.0
STU00695,Manoj Mishra,Male,17,9,Indore,77.7,54.0,31.0,51.0,39.0,58.0,AB
STU00873,Ishaan Agarwal,Male,18,12,Ahmedabad,99.8,,,30.0,47.0,64.0,63.0
STU00117,Aarav Kapoor,Female,14,12,Bhopal,87.4,61.0,62.0,80.0,41.0,78.0,80.0
STU00223,Sanya Yadav,Male,17,11,Bengaluru,85.3,58.0,32.0,69.0,33.0,100.0,61.0
STU00459,Kavya Kapoor,Male,17,10,Ahmedabad,61.7,93.0,69.0,57.0,81.0,36.0,43.0
STU00618,Neha Reddy,Male,14,11,Lucknow,59.6,46.0,82.0,36.0,58.0,58.0,53.0
STU00669,Neha Patel,Female,16,10,Ahmedabad,69.0,99.0,38.0,46.0,43.0,54.0,29.0
STU00201,Vijay Kapoor,Male,14,12,Indore,100.0,77.0,58.0,57.0,51.0,76.0,41.0
STU00550,Vivaan Iyer,Male,16,11,Chandigarh,81.3,63.0,44.0,23.0,77.0,93.0,
STU00654,Kabir Singh,Female,17,10,Lucknow,76.1,67.0,50.0,58.0,71.0,38.0,65.0
STU00974,Reyansh Mishra,Male,14,11,Lucknow,100.0,90.0,67.0,36.0,43.0,100.0,61.0
STU00343,Reyansh Bhat,Male,17,11,Kolkata,94.4,46.0,67.0,48.0,57.0,61.0,84.0
STU01093,Neha Patel,Female,14,10,Delhi,80.6,56.0,67.0,55.0,77.0,81.0,25.0
STU00632,Diya Bhat,Female,15,9,Chennai,76.0,44.0,39.0,67.0,,82.0,68.0
STU00006,Kavya Agarwal,Male,17,9,Jaipur,54.7,86.0,43.0,66.0,35.0,66.0,63.0
STU00109,Vihaan Verma,Male,17,11,Indore,,93.0,48.0,96.0,59.0,80.0,44.0
STU00502,Riya Pandey,Female,18,12,Pune,85.6,71.0,58.0,36.0,20.0,30.0,49.0
STU00392,Arjun Gupta,Male,18,10,Ahmedabad,88.5,72.0,64.0,90.0,71.0,,60.0
STU00969,Rahul Joshi,Male,16,11,Jaipur,44.7,63.0,54.0,87.0,56.0,84.0,57.0
STU00518,Aditya Malhotra,Female,14,11,Bhopal,96.4,91.0,59.0,78.0,48.0,77.0,43.0
STU00480,Amit Iyer,Female,14,10,Chennai,87.5,51.0,70.0,71.0,47.0,69.0,60.0
STU00800,Vikram Malhotra,Female,17,11,Bengaluru,,76.0,43.0,62.0,52.0,98.0,60.0
STU00035,Vihaan Rao,Male,18,9,Kolkata,93.5,98.0,43.0,64.0,,77.0,44.0
STU01120,Ishita Pandey,Female,18,11,Hyderabad,86.4,86.0,54.0,64.0,72.0,46.0,
STU00009,Sanya Gupta,Male,15,9,Pune,83.0,74.0,49.0,86.0,49.0,99.0,61.0
STU00790,Arjun Chauhan,Male,18,11,Hyderabad,85.3,63.0,61.0,49.0,72.0,37.0,73.0
STU00527,Sanya Agarwal,Male,16,9,Delhi,82.1,54.0,64.0,AB,42.0,80.0,68.0
STU00232,Tanvi Iyer,Female,18,11,Patna,80.9,48.0,56.0,34.0,94.0,78.0,64.0
STU00320,Nisha Mishra,Male,14,10,Bengaluru,72.4,74.0,61.0,73.0,43.0,61.0,88.0
STU00441,Vihaan Pandey,Female,15,12,Ahmedabad,73.3,99.0,75.0,59.0,59.0,90.0,39.0
STU00526,Sanya Nair,male,15,9,Bhopal,96.0,53.0,45.0,94.0,27.0,73.0,52.0
STU00625,Karthik Agarwal,Female,15,11,Patna,93.0,100.0,AB,44.0,70.0,65.0,67.0
STU00611,Neha Joshi,Male,14,10,Jaipur,86.1,66.0,40.0,25.0,72.0,55.0,24.0
STU00073,Vijay Pandey,Male,14,11,Lucknow,81.6,61.0,78.0,62.0,27.0,44.0,62.0
STU00349,Sneha Joshi,Male,15,10,Jaipur,86.1,55.0,100.0,47.0,52.0,57.0,51.0
STU01038,Anjali Iyer,Male,14,11,Chennai,86.9,50.0,53.0,37.0,71.0,66.0,55.0
STU00095,Rohan Reddy,Male,16,10,Hyderabad,86.5,94.0,55.0,50.0,60.0,55.0,64.0
STU00544,Aman Agarwal,Female,16,11,Hyderabad,,37.0,49.0,,73.0,88.0,42.0
STU00963,Rahul Gupta,Male,14,10,Kolkata,77.8,35.0,61.0,52.0,62.0,82.0,45.0
STU01088,Rohan Kapoor,Female,14,9,Kolkata,88.8,58.0,36.0,66.0,31.0,62.0,56.0
STU00210,Aryan Mehta,Female,15,11,Delhi,88.2,68.0,50.0,35.0,41.0,42.0,57.0
STU00176,Kavya Sharma,Male,18,10,Chandigarh,87.3,0.0,50.0,77.0,100.0,61.0,54.0
STU00481,Reyansh Iyer,Female,17,11,Kolkata,,59.0,41.0,83.0,82.0,69.0,44.0
STU00282,Ishita Kumar,Male,16,10,Hyderabad,89.7,64.0,,37.0,34.0,51.0,56.0
STU00107,Nisha Iyer,Female,15,9,Lucknow,69.5,53.0,62.0,33.0,63.0,95.0,61.0
STU00906,Rohan Yadav,Female,18,9,Lucknow,93.0,77.0,48.0,84.0,46.0,86.0,51.0
STU00858,Neha Pandey,Male,18,12,Jaipur,97.1,37.0,31.0,56.0,64.0,64.0,73.0
STU00252,Amit Pandey,Female,14,9,Indore,68.9,64.0,54.0,38.0,60.0,48.0,54.0
STU01178,Dhruv Nair,Female,14,12,Mumbai,74.7,52.0,31.0,64.0,58.0,54.0,54.0
STU00390,Kabir Pandey,Male,15,11,Lucknow,86.1,58.0,56.0,15.0,33.0,81.0,68.0
STU00955,Vivaan Mishra,Female,14,10,Pune,99.9,56.0,46.0,68.0,19.0,74.0,75.0
STU00965,Krishna Agarwal,Female,15,9,Chennai,88.0,88.0,76.0,74.0,,27.0,24.0
STU00328,Riya Mehta,Male,16,11,Hyderabad,62.7,53.0,35.0,61.0,42.0,59.0,38.0
STU00996,Kavya Iyer,Female,15,12,Ahmedabad,95.2,63.0,52.0,64.0,57.0,63.0,48.0
STU00013,Nisha Chauhan,Female,16,11,Jaipur,87.0,46.0,85.0,71.0,17.0,60.0,30.0
STU01036,Krishna Chauhan,Female,18,9,Patna,76.9,63.0,65.0,37.0,54.0,58.0,24.0
STU00669,Neha Patel,Female,16,10,Ahmedabad,69.0,99.0,38.0,46.0,43.0,54.0,29.0
STU01084,Dhruv Bhat,Female,15,11,Jaipur,88.3,89.0,29.0,44.0,50.0,91.0,46.0
STU00870,Aarav Singh,Male,17,9,Mumbai,86.9,59.0,57.0,28.0,33.0,52.0,73.0
STU01077,Suresh Mehta,Female,18,12,Indore,70.6,86.0,37.0,37.0,36.0,76.0,53.0
STU00960,Priya Mehta,Male,14,11,Pune,82.2,65.0,45.0,70.0,47.0,77.0,-5
STU01016,Riya Kumar,Male,14,12,Bhopal,83.4,66.0,20.0,61.0,60.0,71.0,26.0
STU00214,Suresh Bhat,Female,18,10,Chennai,78.3,62.0,32.0,91.0,69.0,,58.0
STU00217,Vikram Gupta,female,14,10,Patna,100.0,52.0,57.0,65.0,49.0,95.0,44.0
STU00943,Pooja Kumar,Female,18,11,Pune,89.6,98.0,3.0,49.0,25.0,96.0,77.0
STU00614,Arjun Agarwal,Male,18,9,Patna,64.9,70.0,AB,88.0,49.0,60.0,67.0
STU00823,Sai Patel,Male,15,12,Chandigarh,96.0,61.0,AB,33.0,95.0,88.0,51.0
STU00423,Aarav Sharma,Female,18,9,Patna,93.3,40.0,,66.0,66.0,54.0,54.0
STU00746,Kabir Rao,Female,18,12,Jaipur,85.7,73.0,29.0,47.0,66.0,45.0,49.0
STU00568,Pooja Verma,Male,16,9,Pune,78.5,60.0,47.0,61.0,75.0,58.0,98.0
STU00422,Rakesh Sharma,Male,18,10,Lucknow,91.8,64.0,48.0,86.0,46.0,68.0,81.0
STU00069,Pooja Sharma,Male,18,9,Jaipur,71.0,76.0,43.0,73.0,56.0,50.0,47.0
STU00554,Rohan Mishra,Female,16,10,Delhi,77.8,73.0,79.0,65.0,53.0,51.0,16.0
STU00086,Arjun Verma,Female,15,12,Patna,100.0,24.0,44.0,73.0,54.0,55.0,66.0
STU00247,Shreya Chauhan,Female,17,12,Bengaluru,99.7,52.0,54.0,68.0,31.0,50.0,75.0
STU00467,Kabir Chauhan,Female,16,10,Lucknow,74.1,72.0,85.0,45.0,20.0,74.0,58.0
STU00880,Riya Joshi,Male,14,11,Patna,96.2,,40.0,77.0,,81.0,57.0
STU00430,Meera Bhat,Male,15,9,Pune,81.3,57.0,47.0,51.0,86.0,88.0,
STU00418,Suresh Kapoor,Female,17,9,Chandigarh,93.0,100.0,67.0,43.0,36.0,68.0,45.0
STU00413,Pooja Verma,Female,16,9,Pune,88.1,53.0,68.0,58.0,57.0,93.0,57.0
STU00647,Diya Sharma,Male,17,9,Chennai,64.1,81.0,61.0,49.0,79.0,55.0,
STU00197,Rahul Joshi,Female,17,11,Jaipur,91.6,35.0,42.0,37.0,53.0,80.0,
STU00226,Amit Mishra,Male,14,11,Chandigarh,68.8,70.0,61.0,88.0,41.0,,61.0
STU00729,Vijay Rao,Male,14,9,Nagpur,82.9,64.0,77.0,72.0,48.0,73.0,64.0
STU00285,Neha Joshi,Female,16,10,Delhi,78.5,72.0,52.0,45.0,73.0,70.0,57.0
STU00660,Diya Nair,Male,18,9,Nagpur,67.9,60.0,66.0,71.0,94.0,43.0,53.0
STU00904,Aarav Rao,Female,16,11,Bhopal,87.4,60.0,50.0,48.0,27.0,52.0,54.0
STU00112,Sneha Singh,Female,16,10,Mumbai,76.7,40.0,46.0,83.0,59.0,62.0,51.0
STU00545,Meera Gupta,Female,15,9,Bengaluru,77.3,68.0,40.0,-5,35.0,68.0,82.0
STU01134,Anjali Malhotra,Male,15,12,Delhi,83.8,,14.0,57.0,45.0,45.0,66.0
STU01020,Vijay Iyer,Male,16,10,Jaipur,86.3,68.0,84.0,81.0,48.0,67.0,52.0
STU00685,Amit Chauhan,Male,16,10,Patna,,,44.0,56.0,30.0,100.0,58.0
STU00818,Ananya Mehta,Male,14,11,Bengaluru,61.7,AB,84.0,9.0,39.0,91.0,46.0
STU00381,Krishna Joshi,Female,18,10,Delhi,86.7,67.0,72.0,29.0,68.0,,63.0
STU00500,Amit Mehta,Female,18,10,Chennai,89.3,76.0,71.0,68.0,81.0,,42.0
STU01186,Vivaan Bhat,Female,15,12,Lucknow,76.4,67.0,47.0,54.0,80.0,,43.0
STU00952,Sneha Singh,Male,15,10,Pune,75.4,39.0,61.0,67.0,48.0,59.0,30.0
STU00780,Vijay Pandey,Male,15,10,Chandigarh,81.0,79.0,75.0,19.0,60.0,36.0,32.0
STU00291,Vihaan Bhat,Male,18,10,Mumbai,74.0,74.0,59.0,68.0,37.0,84.0,
STU00389,Ananya Gupta,Male,18,9,Mumbai,72.5,53.0,34.0,44.0,53.0,48.0,66.0
STU00360,Rohan Joshi,Female,18,11,Chandigarh,100.0,72.0,18.0,67.0,38.0,59.0,50.0
STU00407,Anjali Patel,Female,17,11,Jaipur,91.9,,30.0,60.0,60.0,51.0,69.0
STU00365,Ishita Yadav,Female,15,12,Chennai,85.9,68.0,51.0,36.0,58.0,64.0,76.0
STU00525,Meera Gupta,Male,18,10,Nagpur,80.8,56.0,37.0,62.0,73.0,56.0,92.0
STU00575,Anjali Pandey,Female,17,9,Mumbai,66.0,65.0,80.0,73.0,,58.0,51.0
STU00683,Riya Sharma,Male,15,11,Nagpur,97.8,77.0,35.0,49.0,63.0,85.0,52.0
STU01043,Sai Yadav,Male,16,11,Lucknow,72.7,66.0,45.0,12.0,,91.0,48.0
STU00694,Riya Reddy,Male,15,12,Hyderabad,70.3,55.0,85.0,70.0,64.0,87.0,64.0
STU00705,Aarav Patel,Female,16,12,Ahmedabad,89.5,34.0,49.0,71.0,70.0,52.0,48.0
STU00702,Aryan Reddy,Male,15,9,Pune,68.5,60.0,62.0,-5,40.0,93.0,46.0
STU00113,Sneha Reddy,Female,14,10,Jaipur,100.0,50.0,55.0,69.0,48.0,69.0,38.0
STU00103,Priya Patel,Female,17,10,Chandigarh,77.0,60.0,64.0,69.0,47.0,70.0,29.0
STU00415,Suresh Sharma,Female,18,9,Indore,100.0,58.0,28.0,,56.0,66.0,61.0
STU00590,Kabir Sharma,Male,18,10,Nagpur,85.9,62.0,53.0,39.0,44.0,58.0,70.0
STU00191,Aarav Mishra,Female,17,12,Chandigarh,74.2,76.0,39.0,54.0,64.0,60.0,55.0
STU01148,Sneha Bhat,Female,18,10,Chennai,91.0,86.0,44.0,52.0,85.0,87.0,86.0
STU00984,Rahul Rao,Male,18,9,Indore,73.6,67.0,49.0,,88.0,46.0,79.0
STU00741,Reyansh Sharma,Male,15,9,Ahmedabad,67.9,40.0,78.0,54.0,52.0,100.0,64.0
STU00053,Nisha Kapoor,Male,14,10,Indore,87.4,65.0,73.0,86.0,64.0,50.0,27.0
STU00029,Kavya Kumar,Female,18,11,Nagpur,56.1,76.0,89.0,47.0,100.0,81.0,48.0
STU00066,Riya Joshi,Female,16,10,Lucknow,81.0,89.0,52.0,63.0,56.0,66.0,66.0
STU00875,Aman Malhotra,male,16,10,Patna,68.4,61.0,69.0,22.0,58.0,100.0,40.0
STU00246,Deepak Pandey,Female,15,10,Patna,86.8,56.0,70.0,55.0,53.0,75.0,26.0
STU00803,Arjun Pandey,Female,14,11,Chennai,73.9,67.0,75.0,48.0,47.0,92.0,48.0
STU00968,Sai Kumar,Male,15,11,Chennai,79.6,62.0,34.0,52.0,55.0,45.0,71.0
STU01138,Krishna Iyer,Male,16,12,Lucknow,69.2,64.0,75.0,60.0,75.0,75.0,92.0
STU00844,Diya Iyer,Female,17,10,Bengaluru,,30.0,70.0,66.0,40.0,,53.0
STU00595,Riya Sharma,Female,16,12,Delhi,95.8,79.0,47.0,76.0,64.0,61.0,63.0
STU00928,Arjun Pandey,Male,14,10,Lucknow,70.6,62.0,56.0,70.0,60.0,76.0,61.0
STU00309,Rohan Patel,Male,15,10,Ahmedabad,81.5,100.0,84.0,78.0,32.0,22.0,64.0
STU00903,Sai Sharma,Female,15,12,Bengaluru,82.5,91.0,56.0,48.0,71.0,95.0,42.0
STU00387,Aarav Malhotra,Male,18,10,Patna,65.7,63.0,63.0,73.0,74.0,89.0,66.0
STU00872,Priya Sharma,male,17,11,Kolkata,,54.0,57.0,50.0,60.0,77.0,61.0
STU00355,Ishita Rao,Male,18,11,Ahmedabad,84.5,46.0,69.0,70.0,AB,48.0,35.0
STU00059,Vivaan Gupta,Female,15,11,Bengaluru,91.2,71.0,91.0,41.0,53.0,94.0,53.0
STU00160,Deepak Kapoor,Male,18,10,Delhi,100.0,51.0,60.0,30.0,72.0,50.0,79.0
STU00187,Ananya Nair,Female,18,10,Indore,100.0,70.0,56.0,44.0,28.0,24.0,59.0
STU00245,Shreya Chauhan,Male,18,12,Bhopal,86.0,68.0,74.0,58.0,90.0,89.0,26.0
STU01066,Sneha Agarwal,Male,16,10,Pune,72.4,48.0,76.0,100.0,80.0,92.0,100.0
STU00076,Suresh Patel,Male,17,9,Hyderabad,73.8,67.0,85.0,60.0,56.0,73.0,58.0
STU00158,Rohan Yadav,Male,15,11,Chennai,,72.0,66.0,43.0,92.0,68.0,50.0
STU00127,Krishna Reddy,Male,15,9,Hyderabad,79.6,48.0,64.0,70.0,57.0,61.0,28.0
STU00745,Arjun Mehta,Female,15,12,Chandigarh,81.3,79.0,71.0,33.0,52.0,90.0,73.0
STU00724,Deepak Agarwal,Male,18,10,Mumbai,90.0,68.0,82.0,68.0,62.0,60.0,70.0
STU00323,Shreya Reddy,Female,17,9,Jaipur,,100.0,54.0,46.0,45.0,88.0,75.0
STU00874,Vijay Nair,Female,17,10,Chennai,93.7,100.0,74.0,67.0,70.0,63.0,34.0
STU01064,Dhruv Chauhan,Male,15,9,Ahmedabad,70.5,37.0,48.0,70.0,80.0,100.0,32.0
STU00805,Rohan Gupta,Male,17,10,Chandigarh,89.3,43.0,63.0,50.0,47.0,,67.0
STU00213,Ananya Kumar,Female,16,11,Ahmedabad,77.1,82.0,83.0,54.0,39.0,57.0,86.0
STU00778,Priya Kumar,Female,18,10,Chandigarh,96.7,61.0,63.0,34.0,77.0,74.0,68.0
STU00104,Shreya Agarwal,Male,17,9,Hyderabad,92.0,66.0,49.0,82.0,96.0,78.0,62.0
STU00754,Rakesh Rao,Female,17,9,Delhi,97.5,,54.0,59.0,54.0,53.0,36.0
STU00973,Yash Gupta,Male,16,9,Chennai,,63.0,52.0,82.0,65.0,58.0,95.0
STU01168,Riya Mehta,Male,17,11,Jaipur,84.4,53.0,70.0,69.0,59.0,49.0,50.0
STU00846,Shreya Pandey,Male,14,11,Chennai,66.5,65.0,69.0,91.0,43.0,72.0,74.0
STU01012,Meera Joshi,Male,17,11,Mumbai,68.0,77.0,32.0,61.0,71.0,86.0,42.0
STU00521,Sneha Pandey,Male,15,9,Delhi,72.3,60.0,40.0,55.0,77.0,100.0,43.0
STU01147,Rohan Malhotra,Female,15,12,Hyderabad,85.3,45.0,50.0,66.0,54.0,90.0,53.0
STU00967,Vikram Agarwal,Female,15,12,Mumbai,88.1,98.0,58.0,40.0,35.0,93.0,77.0
STU00771,Ishita Singh,Male,17,11,Hyderabad,72.2,64.0,15.0,72.0,23.0,46.0,57.0
STU00229,Sai Chauhan,Female,17,9,Nagpur,75.9,54.0,44.0,77.0,41.0,58.0,82.0
STU00750,Priya Bhat,Female,17,11,Mumbai,-8.4,49.0,47.0,80.0,79.0,76.0,64.0
STU00274,Diya Joshi,Male,17,12,Hyderabad,87.5,67.0,47.0,61.0,26.0,62.0,76.0
STU00876,Deepak Pandey,Female,15,10,Patna,82.0,56.0,25.0,39.0,76.0,51.0,61.0
STU00183,Arjun Mehta,Female,14,9,Hyderabad,72.2,63.0,38.0,66.0,68.0,73.0,51.0
STU01002,Yash Rao,Female,15,10,Chennai,100.0,69.0,41.0,52.0,40.0,70.0,30.0
STU01032,Sai Malhotra,Female,14,12,Chennai,60.5,95.0,67.0,29.0,90.0,57.0,64.0
STU00198,Sneha Pandey,Female,18,10,Delhi,61.8,64.0,71.0,70.0,69.0,63.0,46.0
STU00794,Aman Verma,Male,17,9,Mumbai,76.7,86.0,18.0,,42.0,80.0,63.0
STU00670,Nisha Iyer,Female,15,10,Jaipur,62.0,82.0,24.0,62.0,57.0,43.0,69.0
STU00463,Rohan Mishra,Female,16,9,Pune,66.4,73.0,55.0,89.0,77.0,,68.0
STU00452,Ishaan Pandey,Male,16,12,Lucknow,100.0,66.0,35.0,54.0,56.0,68.0,69.0
STU00090,Rakesh Mehta,Female,16,11,Delhi,75.9,70.0,64.0,60.0,58.0,65.0,82.0
STU01193,Krishna Pandey,Male,18,11,Nagpur,100.0,53.0,48.0,46.0,78.0,62.0,16.0
STU01200,Kabir Malhotra,Female,14,10,Mumbai,81.1,55.0,32.0,66.0,,69.0,37.0
STU00487,Ishita Rao,Male,15,12,Mumbai,69.7,68.0,45.0,,53.0,97.0,60.0
STU00051,Vikram Kumar,Male,18,10,Kolkata,66.5,44.0,88.0,68.0,53.0,42.0,50.0
STU00700,Vivaan Patel,Male,14,10,Chennai,64.4,49.0,47.0,11.0,90.0,69.0,36.0
STU00854,Vijay Mishra,Female,16,9,Ahmedabad,80.4,100.0,46.0,31.0,36.0,81.0,96.0
STU00416,Rohan Singh,Male,15,9,Ahmedabad,59.8,87.0,64.0,56.0,42.0,70.0,51.0
STU00677,Ishita Mishra,Male,15,12,Pune,82.3,87.0,77.0,47.0,56.0,75.0,80.0
STU00367,Rakesh Kapoor,Male,17,12,Pune,91.0,71.0,79.0,98.0,55.0,53.0,58.0
STU00535,Karthik Sharma,Female,17,12,Delhi,77.5,61.0,65.0,58.0,87.0,85.0,77.0
STU00831,Pooja Chauhan,Male,16,11,Hyderabad,87.6,75.0,34.0,79.0,53.0,58.0,37.0
STU00235,Krishna Mishra,Male,14,12,Pune,85.2,91.0,47.0,64.0,69.0,58.0,59.0
STU00490,Rahul Joshi,Male,15,9,Chandigarh,89.4,37.0,54.0,63.0,26.0,63.0,47.0
STU00681,Vihaan Verma,Male,18,9,Kolkata,59.1,80.0,32.0,55.0,61.0,60.0,38.0
STU01060,Kavya Malhotra,Male,17,10,Nagpur,75.0,51.0,31.0,38.0,50.0,70.0,57.0
STU00868,Suresh Kapoor,female,18,9,Lucknow,82.1,81.0,54.0,83.0,25.0,74.0,32.0
STU00582,Vikram Mehta,Female,18,10,Bengaluru,100.0,70.0,76.0,97.0,63.0,42.0,59.0
STU00402,Sanya Mishra,MALE,16,12,Delhi,95.6,37.0,67.0,48.0,57.0,76.0,AB
STU00699,Pooja Yadav,Male,18,10,Patna,84.3,52.0,23.0,68.0,90.0,54.0,74.0
STU00738,Vijay Reddy,Female,18,9,Pune,71.9,59.0,77.0,79.0,42.0,49.0,80.0
STU00439,Kavya Malhotra,Male,18,9,Patna,,78.0,86.0,61.0,79.0,46.0,58.0
STU00528,Vihaan Agarwal,Female,15,10,Kolkata,92.3,38.0,78.0,70.0,56.0,72.0,59.0
STU01022,Tanvi Malhotra,Male,17,12,Chennai,100.0,45.0,38.0,17.0,,96.0,47.0
STU00369,Tanvi Reddy,Male,15,9,Kolkata,85.5,57.0,68.0,80.0,66.0,47.0,35.0
STU00877,Neha Nair,Female,16,10,Jaipur,95.3,82.0,77.0,47.0,50.0,,60.0
STU00718,Dhruv Gupta,Female,17,11,Mumbai,89.3,100.0,AB,57.0,53.0,60.0,44.0
STU00864,Deepak Joshi,Male,16,11,Kolkata,91.3,99.0,69.0,70.0,46.0,52.0,44.0
STU00152,Aarav Pandey,Female,14,12,Nagpur,,70.0,66.0,38.0,52.0,46.0,78.0
STU01183,Shreya Verma,Male,18,9,Pune,93.3,65.0,57.0,59.0,30.0,66.0,51.0
STU00133,Vijay Joshi,Female,18,12,Kolkata,82.0,54.0,89.0,57.0,,66.0,77.0
STU00739,Ishita Nair,Male,18,10,Mumbai,88.5,60.0,61.0,47.0,25.0,40.0,59.0
STU00030,Tanvi Yadav,Male,16,10,Ahmedabad,89.0,54.0,75.0,48.0,78.0,71.0,40.0
STU00640,Aarav Pandey,Female,16,10,Pune,81.8,40.0,51.0,38.0,59.0,77.0,47.0
STU00941,Yash Patel,Female,17,12,Indore,92.3,70.0,55.0,76.0,44.0,53.0,50.0
STU00239,Vikram Sharma,Female,18,12,Lucknow,80.2,96.0,92.0,81.0,86.0,71.0,66.0
STU00674,Suresh Malhotra,Female,14,11,Kolkata,93.7,37.0,43.0,44.0,67.0,51.0,62.0
STU01182,Amit Gupta,Male,17,12,Mumbai,,,68.0,41.0,52.0,71.0,16.0
STU00774,Anjali Bhat,Male,17,11,Hyderabad,100.0,58.0,55.0,67.0,45.0,61.0,32.0
STU00667,Ananya Bhat,Female,14,9,Bhopal,87.2,,54.0,44.0,82.0,98.0,81.0
STU00324,Priya Mehta,Female,17,12,Chennai,75.8,69.0,87.0,66.0,46.0,68.0,55.0
STU00629,Ishaan Joshi,FEMALE,14,10,Lucknow,89.1,49.0,88.0,55.0,56.0,AB,AB
STU01155,Dhruv Mehta,Male,17,10,Lucknow,,61.0,39.0,65.0,68.0,61.0,84.0
STU00855,Rohan Singh,Male,15,12,Bhopal,79.8,32.0,43.0,71.0,11.0,39.0,72.0
STU00770,Sneha Chauhan,Male,15,9,Kolkata,,58.0,61.0,42.0,64.0,80.0,69.0
STU01177,Sneha Rao,Female,18,11,Bengaluru,81.6,54.0,36.0,25.0,63.0,56.0,40.0
STU01119,Rohan Patel,Male,17,10,Hyderabad,70.3,51.0,69.0,50.0,32.0,48.0,60.0
STU01021,Aryan Pandey,Male,17,11,Chennai,89.4,66.0,69.0,46.0,53.0,66.0,42.0
STU00380,Sai Malhotra,Female,16,10,Bhopal,73.1,67.0,46.0,75.0,56.0,70.0,50.0
STU00748,Ananya Iyer,Female,14,9,Bengaluru,77.6,66.0,63.0,59.0,50.0,100.0,39.0
